Field,Subfields,Job roles,Programming Languages ,Tools,Skills,Educational Background
Bioinformatics & HealthTech,Genomic Data Analysis,Genomic Variant Interpretation Specialist,"Python, R, SQL, Bash, Java","VEP, Annovar, ClinVar, gnomAD, dbSNP","pathogenicity assessment, clinical variant interpretation, annotation pipelines, allele frequency analysis, ACMG guidelines, literature mining, functional prediction tools, phenotype mapping, data curation, reporting","Master's (Genetics, Bioinformatics)"
Bioinformatics & HealthTech,Genomic Data Analysis,Clinical Genomics Data Analyst,"Python, R, SQL, Bash, JavaScript","GATK, ClinVar, VEP, Epic/Cerner EHR APIs, IGV","clinical report generation, genotype-phenotype correlation, variant filtering, HIPAA compliance, EHR integration, somatic/germline distinction, regulatory documentation, workflow standardization, data harmonization, patient record analysis","Master's (Bioinformatics, Clinical Informatics)"
Bioinformatics & HealthTech,Genomic Data Analysis,Population Genomics Researcher,"Python, R, Bash, Julia, SQL","PLINK, ADMIXTURE, bcftools, PCAtools, GATK","GWAS studies, population stratification, genetic diversity analysis, ancestry inference, SNP array analysis, statistical modeling, large cohort data management, visualization, bioethics in genomics, metadata analysis","PhD (Genomics, Population Genetics)"
Bioinformatics & HealthTech,Genomic Data Analysis,Multi-Omics Data Integration Specialist,"Python, R, Bash, SQL, Scala","MultiQC, Bioconductor, Galaxy, Tidyverse, OmicSoft","cross-omics integration (genomics, proteomics, metabolomics), data harmonization, batch effect correction, network analysis, dimensionality reduction, complex data visualization, statistical correlation, normalization strategies, metadata curation, reproducibility","Master's (Bioinformatics, Systems Biology)"
Bioinformatics & HealthTech,Genomic Data Analysis,Genomic Software Developer,"Python, Java, C++, R, SQL","GATK, Docker, Git, REST APIs, AWS Lambda","software design, tool development for genomics, API building, cloud-native applications, version control, data security compliance, optimization for large-scale datasets, documentation, cross-platform compatibility, automated testing","Bachelor's (Computer Science, Bioinformatics)"
Bioinformatics & HealthTech,Computational Biology,Computational Biologist,"Python, R, Perl, Bash, SQL","Bioconductor, Galaxy, Jupyter, BLAST, Git","genomics analysis, sequence alignment, statistical modeling, data visualization, biological databases, reproducible research, scripting, machine learning, data wrangling, hypothesis testing","Master's (Computational Biology, Bioinformatics)"
Bioinformatics & HealthTech,Computational Biology,Systems Biology Modeler,"MATLAB, Python, R, SBML, Julia","COPASI, CellDesigner, BioModels, Tellurium, Git","pathway modeling, dynamic simulation, metabolic networks, kinetic modeling, systems-level integration, parameter estimation, model validation, multi-omics interpretation, feedback loop analysis, time-series data analysis","Master's (Systems Biology, Computational Biology)"
Bioinformatics & HealthTech,Computational Biology,Molecular Simulation Specialist,"Python, C++, Fortran, Bash, R","GROMACS, AMBER, NAMD, VMD, PyMOL","molecular dynamics, force field selection, protein-ligand interactions, trajectory analysis, system setup, simulation optimization, energy minimization, structural visualization, high-performance computing, thermodynamic calculations","Master's (Computational Biology, Biophysics)"
Bioinformatics & HealthTech,Computational Biology,Biological Network Analyst,"Python, R, Java, SQL, Bash","Cytoscape, Gephi, NetworkX, igraph, Bioconductor","network construction, graph theory, pathway enrichment, centrality analysis, gene co-expression networks, modularity detection, data integration, interaction prediction, biological interpretation, visualization","Master's (Bioinformatics, Computational Biology)"
Bioinformatics & HealthTech,Computational Biology,Drug Discovery Bioinformatics Engineer,"Python, R, Java, SQL, Perl","RDKit, AutoDock, KNIME, BLAST, PubChem APIs","target identification, compound screening, cheminformatics, molecular docking, machine learning for drug design, annotation databases, structure-activity relationships (SAR), data preprocessing, API integration, pipeline automation","Master's (Bioinformatics, Computational Biology)"
Bioinformatics & HealthTech,Computational Biology,Omics Data Integration Scientist,"Python, R, SQL, Bash, Perl","Bioconductor, MultiQC, Galaxy, Snakemake, Tidyverse","genomics/proteomics/transcriptomics integration, data normalization, batch correction, multi-layered visualization, metadata harmonization, statistical correlation, clustering, dimensionality reduction, reproducibility, data QC","Master's (Bioinformatics, Systems Biology)"
Bioinformatics & HealthTech,Computational Biology,Computational Pharmacologist,"Python, R, MATLAB, C++, SQL","NONMEM, Simcyp, PK-Sim, Monolix, RShiny","pharmacokinetic/pharmacodynamic (PK/PD) modeling, dose-response simulation, drug interaction prediction, population modeling, clinical trial simulation, ADMET analysis, regulatory reporting, model calibration, statistical validation, parameter optimization","PhD (Computational Biology, Pharmacology)"
Bioinformatics & HealthTech,Computational Biology,Structural Bioinformatics Specialist,"Python, C++, Perl, Bash, R","PyMOL, MODELLER, Chimera, BLAST, HMMER","protein structure prediction, homology modeling, sequence-structure alignment, domain identification, motif analysis, molecular visualization, structural validation, database querying, functional annotation, protein-ligand modeling","Master's (Bioinformatics, Structural Biology)"
Bioinformatics & HealthTech,Medical Imaging AI,Medical Imaging Data Scientist,"Python, R, SQL, MATLAB, C++","TensorFlow, PyTorch, DICOM, ITK, Jupyter","image preprocessing, statistical modeling, segmentation, classification, data wrangling, medical image formats, annotation validation, exploratory data analysis, model evaluation, healthcare compliance","Master's (Computer Science, Biomedical Engineering, Data Science)"
Bioinformatics & HealthTech,Medical Imaging AI,Radiology AI Engineer,"Python, C++, Java, R, SQL","TensorFlow, PyTorch, Keras, DICOM viewers, Git","radiologic pattern recognition, supervised learning, segmentation algorithms, PACS integration, model deployment, image enhancement, explainable AI, annotation tools, compliance (HIPAA), neural networks","Master's (Biomedical Engineering, Computer Science, AI)"
Bioinformatics & HealthTech,Medical Imaging AI,Deep Learning Engineer (Medical Imaging),"Python, C++, Julia, MATLAB, R","PyTorch, TensorFlow, Keras, OpenCV, NVIDIA CUDA","convolutional neural networks, image augmentation, 3D imaging, transfer learning, model optimization, overfitting prevention, annotation analysis, GPU acceleration, cross-validation, architecture tuning","Master's (Computer Science, AI, Biomedical Engineering)"
Bioinformatics & HealthTech,Medical Imaging AI,Computer Vision Specialist (Healthcare),"Python, C++, Java, R, MATLAB","OpenCV, scikit-image, TensorFlow, PyTorch, SimpleITK","object detection, tracking, medical imaging standards, anomaly detection, feature extraction, real-time processing, imaging pipelines, 2D/3D reconstruction, classification, algorithm interpretability","Master's (Computer Science, Computer Vision, Biomedical Engineering)"
Bioinformatics & HealthTech,Medical Imaging AI,Diagnostic Imaging Algorithm Developer,"Python, C++, MATLAB, R, SQL","ITK, VTK, PyTorch, TensorFlow, DICOM toolkits","detection algorithms, radiologic metrics, model validation, statistical image analysis, multimodal image fusion, ROC analysis, iterative refinement, reproducibility practices, image post-processing, algorithm benchmarking","Master's (Biomedical Engineering, AI, Computer Science)"
Bioinformatics & HealthTech,Medical Imaging AI,Medical Image Annotation Lead,"Python, JavaScript, SQL, R, Bash","Labelbox, CVAT, ITK-SNAP, VGG Image Annotator, Git","dataset curation, QA/QC procedures, annotation schema development, inter-annotator agreement, labeling tool management, standardization, HIPAA compliance, workflow design, training management, documentation","Bachelor's (Computer Science, Biomedical Engineering)"
Bioinformatics & HealthTech,Medical Imaging AI,AI-Powered Radiology Workflow Engineer,"Python, Java, SQL, C#, JavaScript","PACS/RIS, HL7/FHIR APIs, TensorFlow Serving, Docker, REST APIs","radiology workflow automation, model orchestration, real-time data integration, report generation, DICOM routing, system interoperability, error handling, performance monitoring, failover logic, end-to-end pipeline management","Master's (Biomedical Engineering, AI, Software Engineering)"
Bioinformatics & HealthTech,Medical Imaging AI,Clinical Imaging Informatics Specialist,"Python, SQL, Java, Bash, R","PACS, HL7, FHIR, DICOM, Power BI","imaging data standards, health informatics, system interoperability, audit logging, metadata extraction, privacy and compliance, data governance, clinical workflow optimization, user support, medical terminology mapping","Master's (Biomedical Engineering, Health Informatics)"
Bioinformatics & HealthTech,Telemedicine Platforms,Telemedicine Platform Engineer,"JavaScript, Python, Java, C#, SQL","WebRTC, REST APIs, AWS, Docker, Git","secure video conferencing, real-time data transfer, HIPAA compliance, backend integration, appointment scheduling systems, patient authentication, cloud deployment, cross-platform compatibility, latency optimization, telehealth regulations","Bachelor's (Computer Science, Software Engineering, Health Informatics)"
Bioinformatics & HealthTech,Telemedicine Platforms,Remote Patient Monitoring Systems Developer,"Python, Java, C++, JavaScript, SQL","IoT platforms, MQTT, Bluetooth APIs, AWS IoT, Grafana","biosensor data ingestion, device connectivity, data streaming, real-time alerts, health analytics, edge computing, HIPAA compliance, secure data storage, remote diagnostics, interoperability","Bachelor's (Biomedical Engineering, Software Engineering)"
